track_id,track_name,popularity,playlist_id,danceability,energy,acousticness,valence,tempo
7b71WsDLb8gG0cSyDTFAEW,Summer,24,37,0.603,0.861,0.0215,0.72,127.962
0CgmIFWtFN6uPnXzJ4cfYZ,Flexicution,40,38,0.778,0.689,0.06,0.659,159.98
6cTDc0I5USXKQ9APLLEiUL,Slasherr,41,38,0.702,0.74,0.00135,0.583,145.05
0dbQ4h3cs8QE5fOPMYdDrX,Intoxicated - Radio Edit,59,38,0.792,0.688,0.00435,0.521,124.987
0tLknbTxOVQxJvbCzQ2PSZ,Still Here,34,38,0.838,0.429,0.032,0.235,133.914
7sm1xuahSGG5qFa9pFXWVs,Just Dance - RedOne Remix,37,38,0.893,0.812,0.0034,0.815,119.021
66DCmRl5lc7TMH1Et6XaSW,Maad City,1,38,0.796,0.55,0.00309,0.333,134.183
4J3MSIOc9iRKlLjMIz86eq,Here Again (feat. Veela),32,38,0.73,0.553,0.0359,0.294,128.055
7n8eZAUj6vevNQZ0EF3OH0,Without Me,27,38,0.926,0.626,0.00301,0.663,112.246
6nmz4imkDcmtwMjocAzFSx,Hotline Bling,20,38,0.896,0.623,0.00257,0.564,134.962
6RpiAj9Ofv0Uqp6n2OuRoh,In The Ayer (feat. will.I.am),49,38,0.83,0.746,0.00456,0.652,125.992
7dgBw1mnStvpia3BYkFIcK,Broken Box,0,38,0.778,0.648,0.0127,0.475,140.04
0385HqYimoTQaHZP17KwG1,We Found Love,22,38,0.738,0.776,0.0234,0.628,127.984
3E5XrOtqMAs7p2wKhwgOjf,Just Dance,63,38,0.818,0.732,0.0335,0.664,119.002
5rb9QrpfcKFHM1EUbSIurX,Yeah!,74,38,0.894,0.791,0.0183,0.594,105.018
1OTAh8d1KFAFmEeS32b3Aj,How Low - Album Version (Edited),29,38,0.789,0.502,0.00318,0.36,143.912
1sLEBnXrMKjozWSG5JjkYq,Fangz,0,38,0.687,0.599,0.122,0.485,144.075
72np30cEzvqzxAUG5mrhyT,I Gotta Feeling,53,38,0.741,0.756,0.0803,0.603,127.963
3zbnvxvqV5lL4Vq0FznWsX,Wop (Official Version),52,38,0.836,0.817,0.00968,0.658,112.007
20ST7nHN4H0VCNYOGanEqO,Whatever You Like,34,38,0.681,0.628,0.0289,0.497,150.02
1CznhEsRgvhCjT2aw0e6f1,Janky,30,38,0.809,0.67,0.0288,0.496,140.024
4avinp5hlc6W1wtAtqPaHH,Diesel Not Petrol,0,38,0.813,0.723,0.00989,0.652,139.997
1pKYYY0dkg23sQQXi0Q5zN,Around The World,64,38,0.956,0.795,0.00356,0.84,121.294
395XEoHgVQ1r7YYZhOa76N,Ice Box,12,38,0.746,0.509,0.000549,0.371,149.922
60QLAjwJuxY7WP6K6Rg3xD,These Things Happen,28,39,0.429,0.683,0.0593,0.389,87.041
15BlympuVSfZFROojEMY2M,Don't Let Me Down - Illenium Remix,70,39,0.428,0.656,0.0751,0.35,79.648
4VZyqUe1h42DvYSlDFIiQP,Horizons - Original Mix,43,39,0.248,0.689,0.0029,0.278,85.976
3utPGuiv05PqnGyJ5PlGLD,Slap Me - Candyland Remix,20,39,0.319,0.782,0.0321,0.299,81.767
7ksYJ95P5vP87A0GH34CIk,Ridin' Solo,59,39,0.442,0.83,0.128,0.59,89.338
6Bm6qUCSatPAqkQllFL7oA,Unwell,52,39,0.256,0.788,0.0298,0.429,80.718
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame,69,39,0.421,0.873,0.0653,0.639,84.803
